title,price,area,type,address,description,law,type_estate,province,district,bedroom,toilet,floor,direction,entrance_width,width,image_links,phonenumber,geo_code
Căn hộ chung cư căn hộ celesta height nguyễn hữu thọ chỉ tt 20 trong 3 năm,4.5,82.0,Mua Bán,"Celesta Heights, Thị Trấn Nhà Bè, Huyện Nhà Bè, TP HCM","💥 Hàng hiếm TT 20% trong vòng 3 năm<br/>---<br/>🌈Giỏ Hàng 20 Căn 𝐂𝐄𝐋𝐄𝐒𝐓𝐀 𝐇𝐄𝐈𝐆𝐇𝐓𝐒 trong tháng 7 từ 𝐊𝐄𝐏𝐏𝐄𝐋 𝐋𝐀𝐍𝐃. <br/><br/>Nhớ lại ngày ấy 10 booking mà chỉ 6 khách lấy được căn.<br/>Do không giành căn kịp. :)<br/>Sản phẩm của Keppel thì chỉ có xếp hàng mới mua được thôi ạ. Vì thực sự quá chất lượng và tiềm năng cao. Đặc biệt là lịch thanh toán giãn hiếm CĐT nào làm lại.<br/>---<br/>𝐂𝐚̆𝐧 𝟐𝐏𝐍 diện tích từ 82m² - 89m² - 𝐆𝐢𝐚́ 𝐛𝐚́𝐧 từ 4,5 tỷ đến 5,5 TỶ all in.<br/>𝐂𝐚̆𝐧 𝟑𝐏𝐍 diện tích từ 113m² - 117m² - 𝐆𝐢𝐚́ 𝐛𝐚́𝐧 từ 6,5 tỷ - 7,5 TỶ all in.<br/>----<br/>* Chính sách thanh toán có 1-0-2:<br/>- Thanh toán Đ𝐨̛̣𝐭 𝟏 𝐧𝐚̆𝐦 𝟐𝟎𝟐𝟑 𝐜𝐡𝐢̉ 𝟓% ~𝟐𝟕𝟕𝐭𝐫 (𝐠𝐨̂̀𝐦 𝐕𝐀𝐓).<br/>- 𝐂𝐡𝐢𝐞̂́𝐭 𝐤𝐡𝐚̂́𝐮 68tr (căn 2PN) và 138 tr (căn 3PN) .<br/>- 𝐓𝐡𝐚𝐧𝐡 𝐭𝐨𝐚́𝐧 𝟐𝟎% 𝐭𝐫𝐨𝐧𝐠 𝟑 𝐧𝐚̆𝐦 đến khi nhận nhà<br/><br/>* Celesta Heights dự kiến có GPXD vào Q4/2023.<br/><br/>* Bàn giao nhà dự kiến Q2/2026.<br/><br/>* Dự án cao cấp, Chất lượng nhà vượt trội từ CĐT Top đầu Singapore, nằm trong quần thể Celesta City quy mô lớn và hiện đại.<br/><br/>* Giá mềm khu Nam Sài Gòn, cạnh Phú Mỹ Hưng di chuyển thuận tiện, tiện ích xung quanh hiện hữu.<br/><br/>Liên hệ ngay để xem nhà mẫu thực tế và chọn căn.<br/>☎ Hotline: 0939514572 - Trần Hiếu<br/>💻Email: tranhieubds91@gmail.com<br/>TƯ VẤN TẬN TÂM NHIỆT TÌNH<br/>/-thanks Cảm ơn quý anh/chị đã xem<br/>#KeppelLand #Capitaland #CelestaHeights #CelestaRise #canhophumyhung #tranhieu #0939514572",,Căn hộ chung cư,Hồ Chí Minh,Nhà Bè,2.0,2.0,20,Đông nam,60 (m),100,https://nhadat24h.net//Upload/User/DangTin/2023/Images/216033/4bfe077b-b123-49a7-bfd3-f73cef7f2549.jpg,0939514572,
Căn hộ doual key de la sol quý i 2024 nhận nhà giá cđt chỉ còn vài căn,8.0,94.0,Mua Bán,"Tôn Thất Thuyết, Phường 1, Quận 4, TP HCM","<p>*** Một sản phẩm từ Capitaland***</p><p>📍  : Số 1B đường Tôn Thất Thuyết, Phường 1, Quận 4, TP. HCM.</p><p> Cách Q.1 chưa tới 5 phút, gần đầy đủ các tiện như trường học , bệnh viện , ủy ban , chợ, Siêu thị, …. Bên cạnh đó trong dự án còn có hơn 50 tiện ích như: khu công viên, hồ bơi, BBQ, gym, spa…. …. Bên cạnh đó trong dự án còn có những tiện ích như: khu công viên được bố trí một cách hợp lý nhất giúp các cư dân có thể vui chơi, giải trí sau một ngày làm việc mệt mỏi nhưng vẫn được bảo vệ an toàn nhất (</p><p> De La Sol được thiết kế theo phong cách thoáng mát chỉ 870 căn ( mật độ xây dựng 30%/ toàn dự án), Quy mô: Gồm 3 tháp </p><p>🎯 Tháp Alto (A1,A2,A3): cao 23 tầng, 482 căn </p><p>🎯 Tháp Cello (C): cao 21 tầng, 204 căn </p><p>🎯 Tháp Bass (B): cao 21 tầng, 184 căn (booking – hoàn tiền lại)</p><p> Diện tích từ 67m2 -114m2: gồm nhiều loại căn 1PN, 2PN 2WC, 3PN 2WC. Đặc biệt các căn hộ dành cho đa thế hệ như: 2PN doualkey, 3PN doulkey - trioul key. </p><p>Nội thất bàn giao chất lượng theo tiêu chuẩn và uy tín của Capitalland..</p><p>GIÁ CHỈ TỪ: 8 TỶ/94m2 (giá trước thuế và chưa chiết khấu)</p><p>=&gt;ĐẶT CỌC CHỈ VỚI 200TR/CĂN HỘ </p><p></p><p>🎊🎊🎊 Chương trình chiết khấu cho đợt bán hàng này</p><p>- Mua với lịch thanh toán nhanh: 9% ☘️</p><p>- Mua với lịch thanh toán chuẩn: 5% ☘️</p><p>- Mua với lịch thanh toán vay: 0% ☘️</p><p>📌 KH hiện hữu của Capitaland: 1% (Áp dụng đến hết ngày 30/06/2023)</p><p>ð </p><p>Ø Ngân hàng Vietcombank bảo lãnh và cho vay.</p><p>Ø Ngân hàng hỗ trợ cho vay tối đa 70% trong vòng 20 năm. </p><p>🔔Mọi thông tin chi tiết quý khách hàng vui lòng liên hệ: ☎️</p><p>- Hotline tư vấn: 0939.514.572 ( Trần Hiếu)</p><p>- Email: tranhieubds91@gmail.com</p><p>- https://facebook.com/CanhoDeLaSol.info</p><p>***TƯ VẤN TẬN TÂM - NHIỆT TÌNH***</p><p>Cảm ơn anh/chị đã xem tin! </p><p><br/><br/></p>",Hợp đồng Mua bán,Căn hộ chung cư,Hồ Chí Minh,4,2.0,2.0,23,Đông nam,30 (m),100,https://nhadat24h.net//Upload/User/DangTin/2023/Images/216033/54f1288c-4c1f-4373-bf34-e52f5d0aec8b.jpg,0939514572,"[10.7529922, 106.6935499]"
Bán nhà gác lửng cuối đường đồng khởi ngay sau cây xăng đức hưng đường đồng,0.5,100.0,Mua Bán,"Xã Thạnh Phú, Huyện Vĩnh Cửu, Đồng Nai",,Có Sổ đỏ,Nhà đất thổ cư,Đồng Nai,Vĩnh Cửu,3.0,2.0,1,,15 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/521849/172fc8ed-35cc-4ee4-95c0-e1fd8cb7c771.jpg,0346272403,"[11.0118717, 106.8417305]"
Tìm kiếm tân phú 56 ty hãy xem,5.0,50.0,Mua Bán,"Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh","<p>bán nhà 23// Ng Hữu Tiến p Tây Thành Q T Phú</p><p>-DT : 4x14 m xd 1 trệt 1 lầu 2 p ngủ</p><p>- vị trí sát Trường Chinh , Cộng Hoà đi về Trung tâm thuận tiện , sân bay 10 p , cách EON 3 p đi , hẻm xe hơi .<br/><br/></p>",Có Sổ đỏ,Nhà trong ngõ,Hồ Chí Minh,Tân Phú,3.0,3.0,2,,4 (m),4,https://nhadat24h.net/https://lh3.googleusercontent.com/a/ACg8ocIMgbkSrluObxvhCivkTvfIva6ooFsaP75rloDPHVLqOk-TRA=s96-c,0902966363,"[10.812483, 106.6237735]"
Bán đất 140 m2 hẻm 112 hoàng quốc việt,3.7,140.0,Mua Bán,"Phường An Bình, Quận Ninh Kiều, Cần Thơ","<p></p><p>- Hẻm 112 đườngCần Thơ</p><p></p><p></p><p>- Lộ ô tô quay đầu 4,5m</p><p></p><p>- DT = 140 m2 = 8 x 17,5</p><p></p><p>- Thổ cư 100 m2, CLN 40 m2</p><p></p><p>- Tây Nam</p><p></p><p></p><p></p>",Có Sổ đỏ,Nhà đất thổ cư,Cần Thơ,Ninh Kiều,,,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/182592/0e74a167-af41-4c95-b587-5dca7eecd811.jpg,0907333390,"[10.0122565, 105.7490323]"
"Bán siêu phẩm nhà phố khu đồng bộ đường thống nhất, phường 11, quận gò vấp,",11.9,64.0,Mua Bán,"Thống Nhất, Phường 11, Quận Gò Vấp, Hồ Chí Minh","SIÊU PHẨM NHÀ PHỐ KHU ĐỒNG BỘ VIP ĐƯỜNG THỐNG NHẤT - QUẬN GÒ VẤP <br/> ==========///=========<br/>✈✈✈Giá Bán: 11.9 TỶ ( TL)<br/>▪️Địa chỉ: Đường Thống Nhất, Phường 11, Quận Gò vấp, Hồ chí minh <br/>▪Diện Tích : Ngang 4.2m dài 14m ( phần bên hông làm hồ cá Koi, tổng diện tích đất 64 m2 ).<br/>▪Hiện trạng: 1 trệt, 1 Lững , 3 lầu , sân thượng trước sau , 4 phòng ngủ , 5 toloet , 1 phòng thờ , Phòng khách , phòng xông hơi , gara xe 🚗 .<br/>▪Nhà Full Nội Thất Như Hình <br/>▪Thang máy 450kg<br/>▪Đường trước nhà 6M thông xe hơi để trong nhà , cách mặt tiền đường 50m <br/>▪Vi trí:ngay trung tâm quận gò vấp , thuận tiện đi tất cả các hướng, Sát bên Lotte mart Nguyễn văn lượng , Trường học , chợ , Siêu Thị ... <br/>▪Nhà hướng : Tây",Có Sổ đỏ,"Nhà biệt thự, liền kề",Hồ Chí Minh,Gò Vấp,4.0,5.0,5,Tây,6 (m),4.2,https://nhadat24h.net//Upload/User/DangTin/2024/Images/493229/13fe6823-fddd-4ae1-ae6e-b724deaf7f0f.jpeg,0981190178,"[10.8323161, 106.6632875]"
Bán nhà mặt tiền đường c27 phường 12 quận tân bình hồ chí minh,24.8,160.0,Mua Bán,"Đường C27, Phường 12, Quận Tân Bình, Hồ Chí Minh","BÁN NHÀ MẶT TIỀN ĐƯỜNG C27 KHU K300<br/>TIỆN XÂY DỰNG MỚI<br/>••••••••••••••🏡•••••••••••••<br/><p>✈✈✈Giá Bán: 24.8 TỶ ( Thương lượng)</p>⏺Địa Chỉ: Mặt Tiền Đường C27 ( Khu K300), Phường 12, Quận Tân Bình, Hồ Chí Minh<br/>⏺Diện Tích: Ngang 8m x Dài 20m ( 2 sổ Riêng : Ngang 4m x 20m)<br/>⏺Hiện trạng: nhà cũ Tiện sửa sử dụng &amp; xây dựng mới<br/>⏺Nhà phù hợp cho mua xây biệt thự, nhà phố , văn Phòng, công Ty; hoặc mua đầu tư kinh doanh và cho thuê…..<br/>⏺Đường Trước nhà 10m, Thông Thoáng vĩa hè cây xanh rất đẹp<br/>⏺Nhà Hướng Nam<br/>⏺Pháp lý sổ Hồng riêng<br/>⏺Tiện ích Xung Quanh đầy đủ",Có Sổ đỏ,Nhà mặt phố,Hồ Chí Minh,Tân Bình,1.0,1.0,1,Nam,10 (m),8,https://nhadat24h.net//Upload/User/DangTin/2024/Images/493229/9d88b8f3-83f9-46b8-a92e-e9efa5b32bc9.jpeg,0981190178,"[10.7980426, 106.6479256]"
"Bán siêu phẩm nhà phố khu đồng bộ đường phan văn trị, phường 05, quận gò vấp",13.5,60.0,Mua Bán,"Phan Văn Trị, Phường 5, Quận Gò Vấp, Hồ Chí Minh","BÁN NHÀ PHỐ KHU ĐỒNG BỘ NGAY EMART &amp; KDC CITILAND PHƯỜNG 05 QUẬN GÒ VẤP <br/> •••—————••🏡••—————•••<br/>▪️ Giá : 13.5 Tỉ TL <br/>▪️ Vị Trí : Đường Phan Văn Trị - P.5 - Gò Vấp - HCM<br/>▪️ Hướng : Tây Nam <br/>▪️ Kết cấu : 1 trệt, 3 lầu, sân Thượng <br/>▪Công năng sử dụng gồm gara xe, phòng khách, Phòng bếp, 4 phòng ngủ, 5WC, phòng thờ, phòng giặt, sân thượng <br/>▪️ Đường : 15m nội khu có công viên , Cách Mặt Tiền Đường Phan Văn Trị 40m<br/>▪️Nhà phù hợp cho mua ở hoặc mua Đầu Tư kinh doanh mở văn phòng, Công Ty, KD Spa……….<br/>▪️ Diện tích : Ngang 4.1m dài 15m<br/>▪️ Pháp lý : Sổ hồng riêng<br/>▪️ Nội thất bàn giao : Full option <br/>",Có Sổ đỏ,Nhà mặt phố,Hồ Chí Minh,Gò Vấp,4.0,5.0,4,Tây Nam,15 (m),4.1,https://nhadat24h.net//Upload/User/DangTin/2024/Images/493229/23982831-049f-4b0d-b7a9-5a64c128cca7.jpeg,0981190178,"[10.8224811, 106.6933826]"
"35m, lô góc, oto qua, 5 tầng, hơn 2 tỷ, yên nghĩa, hà đông",2.8,35.0,Mua Bán,"Phường Yên Nghĩa, Quận Hà Đông, Hà Nội","- Lô góc 3 mặt thoáng, 5 tầng, ô tô tránh trước cổng, giá hơn 2 tỷ ,Tổ 15 Yên Nghĩa, Hà Đông<br/><br/>- Vị trí cực đẹp, 6m ra oto tránh, nhà xây dựng chắc chắn, full nội thất chỉ việc xách vali về ở, chủ thiện chí bán<br/><br/>- Thiết kế:<br/>Tầng 1: Khách và bếp<br/>Tầng 2,3,4: Mỗi tầng 1 PN, tổng 3 phòng ngủ<br/>Tầng 5: Phòng thờ và sân phơi<br/><br/>- Sổ vuông A4<br/><br/>- Lh: 098.195.6543",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hà Đông,3.0,4.0,5,,3 (m),3.5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/457804/a2d324a1-6b48-46d7-a4b8-dbc7966895c5.jpg,0981956543,"[20.951446, 105.7351127]"
Nhà 1 lưu chí hiếu khu an ninh nơi đáng sống,7.5,71.0,Mua Bán,"Phường Tây Thạnh, Quận Tân Phú, Hồ Chí Minh",<p>với dt khủng khu vực an ninh</p><p>hẻm oto thông s11</p><p>tiện i1h xung quang 5 phút ra chợ siêu thị eon tân phú</p><p>nằm trong cum khu cong nghiệp tân bình</p><p>nhà trẻ đến đại học di chuyển chỉ 10 phút</p><p>nhà ngay công viên thích hợp cho người lớn tuổi</p>,Có Sổ đỏ,Nhà trong ngõ,Hồ Chí Minh,Tân Phú,4.0,6.0,4,,6 (m),5,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529791/f134c54c-9ff7-4a5a-998c-18af84419a59.jpg,0902966363,"[10.812483, 106.6237735]"
"Đất tx.chơn thành, mt đường 18 mét, ngang 23met, 800m2 giá chỉ còn 580 triệu",0.58,800.0,Mua Bán,"Xã Minh Thành, Huyện Chơn Thành, Bình Phước","<p>Đất TX.Chơn Thành, MT đường 18 mét, ngang 23met giá chỉ còn 580 triệu.</p><p>- Liền kề KCN Becamex</p><p>- Đầy Đủ tiện ích dân sinh: Chợ, Trường Học, Trung Tâm Hành Chính,...</p><p>- Diện nước đầy đủ.</p><p>- Sổ Hồng Riêng, công chừng trong ngày.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Bình Phước,Chơn Thành,,,,,18 (m),,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529746/9d7443df-6113-4f15-a8a2-ef17154b2ef0.jpg,0916685445,"[11.4250903, 106.5929566]"
"Bán đất thịnh quang 69m2, ngõ ô tô, ô tô vào nhà, đầu tư vừa ở vừa kinh doanh",12.0,69.0,Mua Bán,"Thịnh Quang, Phường Thịnh Quang, Quận Đống Đa, Hà Nội",,Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Đống Đa,,,,,,,https://nhadat24h.net/https://nhadat24h01.blob.core.windows.net/avatar/2021/529005/Avatar/IMG_1720580750082.jpg,0949617888,"[21.0082136, 105.820248]"
Bán nhà hơn 4 tỷ 37m2 gần ngay ngã tư trần đại nghĩa x lê thanh nghị,4.8,37.0,Mua Bán,"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p>1<br/></p><p>Nhà dân xây 4 tầng, mặt tiền 4.3 m, lô góc thoáng sáng, ngõ trước nhà rộng 2m.</p><p>Trung tâm Bách –Kinh – Xây, khu dân trí cao yên tĩnh, để ở thì tuyệt vời.</p><p>Sổ đỏ chính chủ. Giá bán 4.8 tỷ rất hiếm căn tầm tiền như vậy ở khu vực.</p><p>Liên hệ em Hoa để xem nhà.</p>",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hai Bà Trưng,4.0,,4,,,4.3,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/15fa0805-ae1f-430d-bc99-3a452b6dfb85.jpg,0947790114,"[20.9988653, 105.8445167]"
Bán nhà giáp bát nhỉnh 4 tỷ nhà mới vài bước ra ô tô,4.45,30.0,Mua Bán,"Phường Giáp Bát, Quận Hoàng Mai, Hà Nội","<p> 1 </p><p>Diện tích 30 m, 5 tầng, 3 ngủ rộng, có sân chung để xe rộng rãi.</p><p>Nhà dân xây xin xắn, còn rất mới, chủ mới về ở luôn được ko phải sửa sang gì.</p><p>Nhà ngõ rộng, thông thoáng, tiện ích xung quanh ngập tràn, đi lại thuận tiện.</p><p>Sổ đỏ chính chủ giao dịch luôn.</p><p> Liên hệ em Hoa xem nhà.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hoàng Mai,4.0,,5,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/e9479d4a-095a-4023-a58b-1c7203dc5131.jpg,0947790114,"[20.9850298, 105.8431539]"
Cần bán nhà bạch mai hơn 5 tỷ ô tô kinh doanh full nội thất,5.8,32.0,Mua Bán,"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","<p>Nhà diện tích 32m, 4 tầng, 4 ngủ, ngõ Ô tô đi thoải mái, Kinh doanh tốt.<br/></p><p>Giá sau giảm chào: 5,8 tỷ</p><p>Chủ nhà thiện chí tặng full nội thất.</p> <p>Trước nhà rộng, thoáng sáng. Vị trí trung tâm quận HBT, tiện ích ngập tràn.</p> <p> </p> <p>Liên hệ em Hoa xem nhà.</p> Cảm ơn vì đã đọc tin.",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hai Bà Trưng,4.0,,4,,4 (m),,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/0329c030-6c00-48a4-bbbc-6f63ba97844e.jpg,0947790114,"[21.0004767, 105.8517351]"
Bán nhà nhỏ xinh lê thanh nghị 27 m 4 tầng 3 ngủ vừa ở vừa cho thuê,2.35,27.0,Mua Bán,"Lê Thanh Nghị, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p>27 m, 4 tầng, 3 ngủ<br/></p><p>Nhà mới đẹp có thể ở luôn. Hiện đang cho thuê.</p><p>Chủ nhà thiện chí tặng luôn nội thất gắn tường.</p>Giá bán: 2,35 tỉ<br/>Liên hệ em Hoa xem nhà 0947790114",Vi bằng,Nhà đất thổ cư,Hà Nội,Hai Bà Trưng,3.0,,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/2efeb608-4dd7-4d47-bfa0-c966802cb552.jpg,0947790114,"[21.0018549, 105.8420658]"
Bán nhà lê thanh nghị 25m chỉ hơn 4 tỷ ngõ thông tấp nập,4.35,25.0,Mua Bán,"Lê Thanh Nghị, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p>25m, 4 tầng, lô góc thoáng sáng, ngõ thông trước nhà 3m.</p><p>Nhà dân xây ở kiểu cũ, đủ công năng.</p><p>Vài bước ra Lê Thanh Nghị, tiện ích tứ phía.</p><p>Hiện chủ nhà đang kinh doanh.</p><p>Sổ đỏ chính chủ sẵn sàng giao dịch.</p><p>Liên hệ em Hoa để xem nhà 0947790114</p><p> Cảm ơn vì đã đọc tin.<br/><br/></p>",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hai Bà Trưng,3.0,,,,3 (m),,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/77cf96e8-c226-4c7e-a212-96db704e90dc.jpg,0947790114,"[21.0018549, 105.8420658]"
Cần bán nhà phố đại la hơn 5 tỷ cho thuê nhẹ 15tr th,5.7,40.0,Mua Bán,"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p>40 m, 5 tầng, phòng nào cũng cửa sổ rộng ngập nắng.<br/></p> <p>Nhà mới đẹp, trước nhà thoáng sáng, vài bước ra phố Đại La, trung tâm quận HBT ngập tràn tiện ích.</p> <p>Nhà đang trống dọn vào ở ngay, chủ nhà thiện chí tặng nhiều nội thất.</p> <p> </p> <p>Sổ đỏ chính chủ, sẵn sàng giao dịch.</p> <p>Liên hệ em Hoa xem nhà.</p> Cảm ơn vì đã đọc tin.",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hai Bà Trưng,4.0,,5,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/8841dc32-000b-48dd-891f-2d56a6590f04.jpg,0947790114,"[20.9988653, 105.8445167]"
Bán nhà thịnh liệt nhỉnh 5 tỷ 45m lô góc ba gác đỗ ngõ nông,5.2,45.0,Mua Bán,"Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội","<p>Bán nhà Thịnh Liệt nhỉnh 5 tỷ /44m – Lô góc, ba gác đỗ, ngõ nông.</p> <p> </p> <p>Diện tích 44m, 3 tầng, 4 ngủ, lô góc nên phòng nào cũng thoáng sáng, ở rất thích.</p> <p>Ba gác đỗ cửa, ngõ nông, vài chục bước ra đường lớn ô tô tránh.</p> <p>Sổ đẹp cất két sẵn sàng giao dịch.</p> <p>Liên hệ em Hoa xem nhà..</p> Cảm ơn đã đọc tin.",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hoàng Mai,4.0,,,,3 (m),,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/f6fc1f56-e21e-45ec-ac1e-ee4dac476a74.jpg,0947790114,"[20.9759193, 105.8502634]"
Cần bán nhà bạch mai hơn 5 tỷ ô tô kinh doanh full nội thất,5.8,32.0,Mua Bán,"Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội","<p>Nhà diện tích 32m, 4 tầng, 4 ngủ, ngõ Ô tô đi thoải mái, Kinh doanh tốt.<br/></p><p>Giá sau giảm chào: 5,8 tỷ</p><p>Chủ nhà thiện chí tặng full nội thất.</p> <p>Trước nhà rộng, thoáng sáng. Vị trí trung tâm quận HBT, tiện ích ngập tràn.</p> <p> </p> <p>Liên hệ em Hoa xem nhà.</p> Cảm ơn vì đã đọc tin.",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hai Bà Trưng,4.0,,4,,4 (m),,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/0329c030-6c00-48a4-bbbc-6f63ba97844e.jpg,0947790114,"[21.0004767, 105.8517351]"
Bán nhà trương định hơn 3 tỷ 33m 1 nhà ra ô tô thoáng sáng,3.75,33.0,Mua Bán,"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p> 1<br/></p> <p>Diện tích 33m2, mặt tiền 5.6m</p>  <p> Nhà 3 tầng dân xây kiên cố, chắc chắn thiết kế mở các phòng đều có cửa sổ cực sáng thoáng, chủ mới về chỉ việc ở.</p> <p>Sổ đỏ đẹp cất két.</p> <p>Liên hệ em Hoa xem nhà ngay ạ.</p> Cảm ơn vì đã đọc tin.",Có Sổ đỏ,Nhà trong ngõ,Hà Nội,Hai Bà Trưng,,,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/5e55f0ad-08f5-4082-a087-b789f537af96.jpg,0947790114,"[20.9988653, 105.8445167]"
Rất cần bán nhà đại la 62m chỉ hơn 5 tỷ 2 mặt thoáng,5.25,62.0,Mua Bán,"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p>Bán nhà Đại La 62m – chỉ hơn 5 tỷ - 2 mặt thoáng</p> <p> </p> <p>Nhà diện tích 62 m2, xây 3 tầng móng bè, 2 mặt thoáng nên phòng nào cũng có cửa sổ mở.</p> <p>Trung tâm Quận Hai Bà Trưng, tiện ích ngập tràn, 50m ra mặt phố lớn.</p> <p>Chủ nhà hưu trí thiện chí bán nhanh để về ở với con cháu.</p> <p>Liên hệ em Hoa xem nhà (cam kết ko có tin ảo)</p> Cảm ơn đã đọc tin.",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hai Bà Trưng,,,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/e305bd82-1100-4708-bf30-cf26a2aebbf5.jpg,0947790114,"[20.9988653, 105.8445167]"
Cần bán nhà phố đại la hơn 5 tỷ cho thuê nhẹ 15tr th,5.7,40.0,Mua Bán,"Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p>40 m, 5 tầng, phòng nào cũng cửa sổ rộng ngập nắng.<br/></p> <p>Nhà mới đẹp, trước nhà thoáng sáng, vài bước ra phố Đại La, trung tâm quận HBT ngập tràn tiện ích.</p> <p>Nhà đang trống dọn vào ở ngay, chủ nhà thiện chí tặng nhiều nội thất.</p> <p> </p> <p>Sổ đỏ chính chủ, sẵn sàng giao dịch.</p> <p>Liên hệ em Hoa xem nhà.</p> Cảm ơn vì đã đọc tin.",Có Sổ đỏ,Nhà đất thổ cư,Hà Nội,Hai Bà Trưng,4.0,,5,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/8841dc32-000b-48dd-891f-2d56a6590f04.jpg,0947790114,"[20.9988653, 105.8445167]"
Bán gấp nhà lê thanh nghị chỉ hơn 5 tỷ 40 m2 mặt ngõ nông nhà dân xây,5.6,40.0,Mua Bán,"Lê Thanh Nghị, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p>Chỉ vài bước chân ra đường Lê Thanh Nghị,</p><p>Thông số: 40m2, 4 tầng, 4 ngủ, thiết kế đủ công năng, sổ đỏ vuông đẹp.</p><p>Nhà dân xây 10 năm còn rất mới, khung cột chắc chắn</p><p>Tiện ích ngay kề: đi bộ ra 3 ĐH Bách – Kinh Xây, trường mầm non, TH, THCS, THPT, siêu thị, chợ…</p><p></p><p>ACE gọi em Hoa để xem nhà 0947790114</p>Cảm ơn vì đã đọc tin.",Có Sổ đỏ,Nhà trong ngõ,Hà Nội,Hai Bà Trưng,4.0,,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/3c2f7ae9-7ded-4657-824d-8e2790e5e0bb.jpg,0947790114,"[21.0018549, 105.8420658]"
Bán nhà đại la chỉ hơn 4 tỷ 45m2  đầu tư nở hậu,4.2,45.0,Mua Bán,"Đại la, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội","<p>Nhà 45 m, nở hậu. Sổ đỏ vuông đẹp sẵn sàng giao dịch.</p><p>Tầm giá rất hiếm gặp trong khu vực. Phù hợp xây nhà dòng tiền, khách mua ở đắp nội thất vào cực đẹp do diện tích lớn.</p><p>Tiện ích ngay kề: 3 ĐH Bách – Kinh Xây, trường mầm non, TH, THCS, THPT, siêu thị, chợ…</p><p>Nhà hiện đang cho thuê 10 tr/tháng</p><p>ACE quan tâm gọi em Hoa để xem nhà ạ 0947790114</p><p>Cảm ơn vì đã đọc tin.<br/><br/></p>",Có Sổ đỏ,Nhà trong ngõ,Hà Nội,Hai Bà Trưng,4.0,,,,,,https://nhadat24h.net//Upload/User/DangTin/2024/Images/529138/04aa0507-6c74-42ac-8a97-cd3e4e24b6db.jpg,0947790114,"[20.9976539, 105.8431448]"
